joka_id	joka_url	joks
H_kE59K4SDi-lgW7s2E7Yw	https://api.chucknorris.io/jokes/H_kE59K4SDi-lgW7s2E7Yw	The reason Charlie Sheen is winning, is because Chuck Norris isn't playing.
qamhhyket_a5iq8by3l4vw	https://api.chucknorris.io/jokes/qamhhyket_a5iq8by3l4vw	"As President Roosevelt said: ""We have nothing to fear but fear itself. And Chuck Norris."""
OcCjQO91SDy_p83n9R2HSw	https://api.chucknorris.io/jokes/OcCjQO91SDy_p83n9R2HSw	Chuck Norris only let's Charlie Sheen think he is winning. Chuck won a long time ago.
664705gltfezqxhwbzykrg	https://api.chucknorris.io/jokes/664705gltfezqxhwbzykrg	Mr. T pities the fool. Chuck Norris rips the fool's head off.
d1zkxVsISTegGBqmO8nxug	https://api.chucknorris.io/jokes/d1zkxVsISTegGBqmO8nxug	For Charlie Sheen winning is just wishful thinking. For Chuck Norris it's a way of life.
3_7wul0hsdgj9gd_0ntakg	https://api.chucknorris.io/jokes/3_7wul0hsdgj9gd_0ntakg	Chuck Norris and Mr. T walked into a bar. The bar was instantly destroyed, as that level of awesome cannot be contained in one building.
t14_olJKRAyw8NkK6rlr1g	https://api.chucknorris.io/jokes/t14_olJKRAyw8NkK6rlr1g	Charlie Sheen is Chuck Norris' lovechild.
iqysvkptqdi4of6ns71ffa	https://api.chucknorris.io/jokes/iqysvkptqdi4of6ns71ffa	Chuck Norris invented black. In fact, he invented the entire spectrum of visible light. Except pink. Tom Cruise invented pink.
WSqbOb0aRyK83NNJmvlHHA	https://api.chucknorris.io/jokes/WSqbOb0aRyK83NNJmvlHHA	While Charlie Sheen was banging seven gram rocks and finishing them, Chuck Norris was banging seven pound rocks and finishing them.
l7QlUREJQzOIJVB88DY9jg	https://api.chucknorris.io/jokes/l7QlUREJQzOIJVB88DY9jg	Chuck Norris was at the X-games getting ready for competition when he got a message from Paris Hilton saying that she had sent him a friend request on MySpace. An infuriated Chuck Norris logged on to MySpace using his skateboard and rejected the request immediately.
nbfmksvwq3stmubxphsfbw	https://api.chucknorris.io/jokes/nbfmksvwq3stmubxphsfbw	"Saddam Hussein was not found hiding in a ""hole."" Saddam was roundhouse-kicked in the head by Chuck Norris in Kansas, which sent him through the earth, stopping just short of the surface of Iraq."
atjzspmtspsh_sfw6rtocw	https://api.chucknorris.io/jokes/atjzspmtspsh_sfw6rtocw	When Steven Seagal kills a ninja, he only takes its hide. When Chuck Norris kills a ninja, he uses every part.
xe0kw90vqiatgmlqkh2b1a	https://api.chucknorris.io/jokes/xe0kw90vqiatgmlqkh2b1a	Hellen Keller's favorite color is Chuck Norris.
qqu1j77sqfkr-pekzhnk_q	https://api.chucknorris.io/jokes/qqu1j77sqfkr-pekzhnk_q	Everything King Midas touches turnes to gold. Everything Chuck Norris touches turns up dead.
pnQl3oDaR6awLxvpS1_37w	https://api.chucknorris.io/jokes/pnQl3oDaR6awLxvpS1_37w	Chuck Norris is Charlie Sheen's dealer.
4fmvnwfasrwmh58yjbuv1g	https://api.chucknorris.io/jokes/4fmvnwfasrwmh58yjbuv1g	Chuck Norris is the only person to ever win a staring contest against Ray Charles and Stevie Wonder.
iDINmgz-RuuY715ky4KIFQ	https://api.chucknorris.io/jokes/iDINmgz-RuuY715ky4KIFQ	Chuck Norris smoked charlie sheen to get a high,an still couldn't catch a buzz.
pooli1vys9qwxmf57_mv-w	https://api.chucknorris.io/jokes/pooli1vys9qwxmf57_mv-w	Chuck Norris smells what the Rock is cooking... because the Rock is Chuck Norris' personal chef.
oc9o2hv9qpqruqtn7tz1_a	https://api.chucknorris.io/jokes/oc9o2hv9qpqruqtn7tz1_a	Bill Gates thinks he's Chuck Norris. Chuck Norris actually laughed. Once.
qlg0kzTbS4K_jG1yoNSDEA	https://api.chucknorris.io/jokes/qlg0kzTbS4K_jG1yoNSDEA	Chuck Norris can understand Charlie Sheen.
xyhl4mh4q72locghzxm-tw	https://api.chucknorris.io/jokes/xyhl4mh4q72locghzxm-tw	MacGyver can build an airplane out of gum and paper clips. Chuck Norris can kill him and take it.
xbae5jywto6wjcwalfwlmq	https://api.chucknorris.io/jokes/xbae5jywto6wjcwalfwlmq	Chuck Norris is the reason why Waldo is hiding.
qpz0nosttf2slw7l-nonaw	https://api.chucknorris.io/jokes/qpz0nosttf2slw7l-nonaw	In a tagteam match, Chuck Norris was teamed with Hulk Hogan against King Kong Bundy and Andre The Giant. He pinned all 3 at the same time.
vvwoodhpr1-bbid5hbs9gw	https://api.chucknorris.io/jokes/vvwoodhpr1-bbid5hbs9gw	Ozzy Osbourne bites the heads off of bats. Chuck Norris bites the heads off of Siberian Tigers.
y7_p2-52sc2t7ho1hjtwcq	https://api.chucknorris.io/jokes/y7_p2-52sc2t7ho1hjtwcq	Chuck Norris can write multi-threaded applications with a single thread.
mgdb9q1wqb6_gurzp_5bga	https://api.chucknorris.io/jokes/mgdb9q1wqb6_gurzp_5bga	Chuck Norris writes code that optimizes itself.
0gno3wclrfohs9a_mlx7rw	https://api.chucknorris.io/jokes/0gno3wclrfohs9a_mlx7rw	No one has ever spoken during review of Chuck Norris' code and lived to tell about it.
hvj9bov5qoscyakmzylsag	https://api.chucknorris.io/jokes/hvj9bov5qoscyakmzylsag	Chuck Norris uses canvas in IE.
bwoz2uwsqnwmyawyxdvo1w	https://api.chucknorris.io/jokes/bwoz2uwsqnwmyawyxdvo1w	Chuck Norris finished World of Warcraft.
each6usssvavuwtvv3r95q	https://api.chucknorris.io/jokes/each6usssvavuwtvv3r95q	The class object inherits from Chuck Norris
2wzginmks8azrbaxnamxdw	https://api.chucknorris.io/jokes/2wzginmks8azrbaxnamxdw	"Every SQL statement that Chuck Norris codes has an implicit ""COMMIT"" in its end."
ae-78cogr-cb6x9hluwqtw	https://api.chucknorris.io/jokes/ae-78cogr-cb6x9hluwqtw	There is no Esc key on Chuck Norris' keyboard, because no one escapes Chuck Norris.
o8a2hwedsl229fyvwikkxq	https://api.chucknorris.io/jokes/o8a2hwedsl229fyvwikkxq	The only pattern Chuck Norris knows is God Object.
hzuvgphrtdmmbjdpnaxskw	https://api.chucknorris.io/jokes/hzuvgphrtdmmbjdpnaxskw	Chuck Norris breaks RSA 128-bit encrypted codes in milliseconds.
nmlts0sqrwifigqta-rv_g	https://api.chucknorris.io/jokes/nmlts0sqrwifigqta-rv_g	Chuck Norris's log statements are always at the FATAL level.
zdj0bfkjsmup6pkb2rpmbw	https://api.chucknorris.io/jokes/zdj0bfkjsmup6pkb2rpmbw	Chuck Norris is the only human being to display the Heisenberg uncertainty principle - you can never know both exactly where and how quickly he will roundhouse-kick you in the face.
yrvjrpx3t4qxqmowpyvxbq	https://api.chucknorris.io/jokes/yrvjrpx3t4qxqmowpyvxbq	Chuck Norris protocol design method has no status, requests or responses, only commands.
c4dlzikztk-vqqvhbzdqyg	https://api.chucknorris.io/jokes/c4dlzikztk-vqqvhbzdqyg	All arrays Chuck Norris declares are of infinite size, because Chuck Norris knows no bounds.
uhcflvv3qfatx2ku9npdrg	https://api.chucknorris.io/jokes/uhcflvv3qfatx2ku9npdrg	Each hair in Chuck Norris's beard contributes to make the world's largest DDOS.
poqerqlpqz2en3hacikbjw	https://api.chucknorris.io/jokes/poqerqlpqz2en3hacikbjw	Chuck Norris doesn't use reflection, reflection asks politely for his help.
zhh3ckdztwcincr40fmgpq	https://api.chucknorris.io/jokes/zhh3ckdztwcincr40fmgpq	Chuck Norris can binary search unsorted data.
elgv2wkvt8ioag6xywykbq	https://api.chucknorris.io/jokes/elgv2wkvt8ioag6xywykbq	Chuck Norris's keyboard doesn't have a Ctrl key because nothing controls Chuck Norris.
nwklry_-spcowdv1lhuwsw	https://api.chucknorris.io/jokes/nwklry_-spcowdv1lhuwsw	Chuck Norris can solve the Towers of Hanoi in one move.
iy5n_afwrrqrj9wb6n21ww	https://api.chucknorris.io/jokes/iy5n_afwrrqrj9wb6n21ww	Chuck Norris doesn't need garbage collection because he doesn't call .Dispose(), he calls .DropKick().
63pymsysqiexzldn5-wdzq	https://api.chucknorris.io/jokes/63pymsysqiexzldn5-wdzq	Chuck Norris's database has only one table, 'Kick', which he DROPs frequently.
lkor-8baqmcjoftr-am_qw	https://api.chucknorris.io/jokes/lkor-8baqmcjoftr-am_qw	Project managers never ask Chuck Norris for estimations... ever.
koujbr9ms0ejs7-_mub34q	https://api.chucknorris.io/jokes/koujbr9ms0ejs7-_mub34q	Chuck Norris knows the last digit of PI.
cvwhdzuoryulqbyermgdxw	https://api.chucknorris.io/jokes/cvwhdzuoryulqbyermgdxw	Chuck Norris types with one finger. He points it at the keyboard and the keyboard does the rest.
urzvrrpnttmipfzzpkvblq	https://api.chucknorris.io/jokes/urzvrrpnttmipfzzpkvblq	Chuck Norris doesn't need to use AJAX because pages are too afraid to postback anyways.
nsle0zt-sis8fnwkrytwma	https://api.chucknorris.io/jokes/nsle0zt-sis8fnwkrytwma	Chuck Norris can delete the Recycling Bin.
jqgu04prsomr9uiwbyzebq	https://api.chucknorris.io/jokes/jqgu04prsomr9uiwbyzebq	For Chuck Norris, NP-Hard = O(1).
hlsa0rurqwyqanmszx0miq	https://api.chucknorris.io/jokes/hlsa0rurqwyqanmszx0miq	Scientists have estimated that the energy given off during the Big Bang is roughly equal to 1CNRhK (Chuck Norris Roundhouse Kick).
41rkit60rnklc8w7fox1cq	https://api.chucknorris.io/jokes/41rkit60rnklc8w7fox1cq	Chuck Norris can access the DB from the UI.
espieyuysgeopdhgcdrmjw	https://api.chucknorris.io/jokes/espieyuysgeopdhgcdrmjw	Chuck Norris can't test for equality because he has no equal.
wsihtcmyrnkptsnr_b4ygg	https://api.chucknorris.io/jokes/wsihtcmyrnkptsnr_b4ygg	Chuck Norris doesn't bug hunt as that signifies a probability of failure, he goes bug killing.
p4tviyvmrbkcjbqsydybuq	https://api.chucknorris.io/jokes/p4tviyvmrbkcjbqsydybuq	Chuck Norris can retrieve anything from /dev/null.
wlmypgkkrlgjguoyhc2e0q	https://api.chucknorris.io/jokes/wlmypgkkrlgjguoyhc2e0q	Chuck Norris doesn't go on the internet, he has every internet site stored in his memory. He refreshes webpages by blinking.
4rfk-ymnth28ny8q2pbrow	https://api.chucknorris.io/jokes/4rfk-ymnth28ny8q2pbrow	Chuck Norris went out of an infinite loop.
jfbsb24mtawqb-s5zlx8mg	https://api.chucknorris.io/jokes/jfbsb24mtawqb-s5zlx8mg	Chuck Norris does not code in cycles, he codes in strikes.
mbxkx1y8qgwbu5ld3qen4w	https://api.chucknorris.io/jokes/mbxkx1y8qgwbu5ld3qen4w	Chuck Norris compresses his files by doing a flying round house kick to the hard drive.
og4cu6e3teuwvlhnezj37w	https://api.chucknorris.io/jokes/og4cu6e3teuwvlhnezj37w	Chuck Norris doesn't use web standards as the web will conform to him.
hpves7kxrm68d_rvcuuivg	https://api.chucknorris.io/jokes/hpves7kxrm68d_rvcuuivg	Chuck Norris does infinit loops in 4 seconds.
yk-jfmgetniu0dwr3qqcgg	https://api.chucknorris.io/jokes/yk-jfmgetniu0dwr3qqcgg	Chuck Norris doesn't do Burn Down charts, he does Smack Down charts.
i8k15bwdq4iwpdz3__u8fg	https://api.chucknorris.io/jokes/i8k15bwdq4iwpdz3__u8fg	Chuck Norris' programs never exit, they terminate.
nzf46249t8cf7wgz3rf_rg	https://api.chucknorris.io/jokes/nzf46249t8cf7wgz3rf_rg	Chuck Norris doesn't have disk latency because the hard drive knows to hurry the hell up.
7tuczvb2rpy-xn7alkmz0w	https://api.chucknorris.io/jokes/7tuczvb2rpy-xn7alkmz0w	Chuck Norris's OSI network model has only one layer - Physical.
ag_6paerrkg-mxfjjqw4ba	https://api.chucknorris.io/jokes/ag_6paerrkg-mxfjjqw4ba	Chuck Norris's beard can type 140 wpm.
s4ymkruzsks7loog8eqsya	https://api.chucknorris.io/jokes/s4ymkruzsks7loog8eqsya	Chuck Norris hosting is 101% uptime guaranteed.
tw3srzdsrgsnxc9ycjrqhg	https://api.chucknorris.io/jokes/tw3srzdsrgsnxc9ycjrqhg	The Chuck Norris military unit was not used in the game Civilization 4, because a single Chuck Norris could defeat the entire combined nations of the world in one turn.
7ver3y48qqsfktpelir7ua	https://api.chucknorris.io/jokes/7ver3y48qqsfktpelir7ua	Don't worry about tests, Chuck Norris's test cases cover your code too.
mmwqlubbs5-eh2zqbndzeg	https://api.chucknorris.io/jokes/mmwqlubbs5-eh2zqbndzeg	Chuck Norris solved the halting problem.
va5aaacnq3yhx5wvfwtinw	https://api.chucknorris.io/jokes/va5aaacnq3yhx5wvfwtinw	Chuck Norris burst the dot com bubble.
vhyuanawsl-rpq18bwwgfq	https://api.chucknorris.io/jokes/vhyuanawsl-rpq18bwwgfq	Chuck Norris programs occupy 150% of CPU, even when they are not executing.
H9ASnHczQBG0Dj_a7eoRhw	https://api.chucknorris.io/jokes/H9ASnHczQBG0Dj_a7eoRhw	Everybody thinks the Galaxy Note 7 is explosive. In fact it is only Chuck Norris who tries to send a WhatsApp message with a selfie to his fans.
aybvxdnmr82jc_jssvkegw	https://api.chucknorris.io/jokes/aybvxdnmr82jc_jssvkegw	When Chuck Norris throws exceptions, it's across the room.
7y7l53dhrjey2iz4xwv4rw	https://api.chucknorris.io/jokes/7y7l53dhrjey2iz4xwv4rw	"""It works on my machine"" always holds true for Chuck Norris."
zoxs7nteqyocqyw7uyiveq	https://api.chucknorris.io/jokes/zoxs7nteqyocqyw7uyiveq	Chuck Norris's first program was kill -9.
ughqsstqtmihbbknicskaq	https://api.chucknorris.io/jokes/ughqsstqtmihbbknicskaq	Chuck Norris doesn't needs try-catch, exceptions are too afraid to raise.
caghe37xsemyequkhrpzcg	https://api.chucknorris.io/jokes/caghe37xsemyequkhrpzcg	With Chuck Norris P = NP. There's no nondeterminism with Chuck Norris decisions.
oe071v9ht0qphuzwgzxaoq	https://api.chucknorris.io/jokes/oe071v9ht0qphuzwgzxaoq	If you try to kill -9 Chuck Norris's programs, it backfires.
90mdw_2uq2anw-r0fakc0w	https://api.chucknorris.io/jokes/90mdw_2uq2anw-r0fakc0w	Chuck Norris can dereference NULL.
73fgwax6s6eukfwgiuqrxq	https://api.chucknorris.io/jokes/73fgwax6s6eukfwgiuqrxq	Chuck Norris doesn't use GUI, he prefers COMMAND line.
tanwfuavq82zn1y6t645bw	https://api.chucknorris.io/jokes/tanwfuavq82zn1y6t645bw	Chuck Norris can access private methods.
reo41iwasygr5trac08e9g	https://api.chucknorris.io/jokes/reo41iwasygr5trac08e9g	Chuck Norris is the ultimate mutex, all threads fear him.
hcakrd4frju3vd-jakidqq	https://api.chucknorris.io/jokes/hcakrd4frju3vd-jakidqq	"If you Google search ""Chuck Norris getting his ass kicked"" you will generate zero results. It just doesn't happen."
dpk2_epftfgo0cgpfqcpgq	https://api.chucknorris.io/jokes/dpk2_epftfgo0cgpfqcpgq	Chuck Norris can install iTunes without installing Quicktime.
etd9c1v9smqxo2xonfm2lq	https://api.chucknorris.io/jokes/etd9c1v9smqxo2xonfm2lq	Chuck Norris doesn't need a debugger, he just stares down the bug until the code confesses.
medf6licr1kzvma_mo_r4a	https://api.chucknorris.io/jokes/medf6licr1kzvma_mo_r4a	Chuck Norris doesn't need an OS.
2nd0jxvvqnwpvagswww-lg	https://api.chucknorris.io/jokes/2nd0jxvvqnwpvagswww-lg	Chuck Norris insists on strongly-typed programming languages.
fivi0z5lt8gp_6vt3cc8pw	https://api.chucknorris.io/jokes/fivi0z5lt8gp_6vt3cc8pw	If Chuck Norris writes code with bugs, the bugs fix themselves.
rrt0vtiiqyi66shbp4qhiw	https://api.chucknorris.io/jokes/rrt0vtiiqyi66shbp4qhiw	MySpace actually isn't your space, it's Chuck's (he just lets you use it).
uq-vwbx5t2g5xp95aggyxa	https://api.chucknorris.io/jokes/uq-vwbx5t2g5xp95aggyxa	When Chuck Norris break the build, you can't fix it, because there is not a single line of code left.
1jgggc4rruety6zvlvb5ag	https://api.chucknorris.io/jokes/1jgggc4rruety6zvlvb5ag	Google won't search for Chuck Norris because it knows you don't find Chuck Norris, he finds you.
rmmcukl2t6sottj2rvuuvg	https://api.chucknorris.io/jokes/rmmcukl2t6sottj2rvuuvg	Chuck Norris can unit test entire applications with a single assert.
mhmp-zhqszwuimbxfbkx8q	https://api.chucknorris.io/jokes/mhmp-zhqszwuimbxfbkx8q	Chuck Norris's programs can pass the Turing Test by staring at the interrogator.
2c_aavbjsig1x1p6h8huuw	https://api.chucknorris.io/jokes/2c_aavbjsig1x1p6h8huuw	Chuck Norris can compile syntax errors.
bg_h3xursougaxzprcrl0q	https://api.chucknorris.io/jokes/bg_h3xursougaxzprcrl0q	Chuck Norris programs do not accept input.
74ipdu8erx6sqzutjhmgbq	https://api.chucknorris.io/jokes/74ipdu8erx6sqzutjhmgbq	Chuck Norris does not need to know about class factory pattern. He can instantiate interfaces.
gyha_1u2t66xgarrowtlva	https://api.chucknorris.io/jokes/gyha_1u2t66xgarrowtlva	Chuck Norris can overflow your stack just by looking at it.
vugxeryxthmn186raqgnng	https://api.chucknorris.io/jokes/vugxeryxthmn186raqgnng	"When Chuck Norris is web surfing websites get the message ""Warning: Internet Explorer has deemed this user to be malicious or dangerous. Proceed?""."
ijpnw0birv-ogszti_wuag	https://api.chucknorris.io/jokes/ijpnw0birv-ogszti_wuag	The Chuck Norris Eclipse plugin made alien contact.
lxygnv_ctv-39bwayrqqug	https://api.chucknorris.io/jokes/lxygnv_ctv-39bwayrqqug	Chuck Norris doesn't pair program.
qwv-rz6xtjmhiayprtgnvw	https://api.chucknorris.io/jokes/qwv-rz6xtjmhiayprtgnvw	Chuck Norris's keyboard has the Any key.
7ghrxlcxtaavwauh3nwwka	https://api.chucknorris.io/jokes/7ghrxlcxtaavwauh3nwwka	A diff between your code and Chuck Norris's is infinite.
gll-vunmsluzrad8sfafwg	https://api.chucknorris.io/jokes/gll-vunmsluzrad8sfafwg	No one has ever pair-programmed with Chuck Norris and lived to tell about it.
o6dsz6earzip2ivqoipamg	https://api.chucknorris.io/jokes/o6dsz6earzip2ivqoipamg	All browsers support the hex definitions #chuck and #norris for the colors black and blue.
rhvv9w42qka07narzt47da	https://api.chucknorris.io/jokes/rhvv9w42qka07narzt47da	Chuck Norris' Internet connection is faster upstream than downstream because even data has more incentive to run from him than to him.
qgshozvsrboyqdbqa-vz3q	https://api.chucknorris.io/jokes/qgshozvsrboyqdbqa-vz3q	To Chuck Norris, everything contains a vulnerability.
wb1kcp6itj-5pk9md1-tiq	https://api.chucknorris.io/jokes/wb1kcp6itj-5pk9md1-tiq	Chuck Norris invented the internet? just so he had a place to store his porn.
c5k7tulvqjs76evwb3brfg	https://api.chucknorris.io/jokes/c5k7tulvqjs76evwb3brfg	Chuck Norris doesn't use Oracle, he is the Oracle.
e2gyguu0tg6di7-qykdjnw	https://api.chucknorris.io/jokes/e2gyguu0tg6di7-qykdjnw	"Chuck Norris originally appeared in the ""Street Fighter II"" video game, but was removed by Beta Testers because every button caused him to do a roundhouse kick. When asked about this glitch, Norris replied ""That's no glitch."""
o6hnjjOITzehqLHbSWS8hQ	https://api.chucknorris.io/jokes/o6hnjjOITzehqLHbSWS8hQ	"Late at night, Chuck Norris was once walking back home alone after watching a Chuck Norris movie. A mugger approached him from the back, tapped on his shoulder and said ""Hey, gimme your money!"". Chuck Norris slowly turned around, paused for a while and gave the mugger a sarcastic smile. He then proceeded to rape the mugger anally, crush his skull, break his spine and killed him in a fraction of a second. Chuck Norris then brought the mugger back to life and then broke each of his limbs, eviscerated the mugger's gut, ate the mugger's still beating heart and infected him with AIDS, killing the unfortunate mugger once again. Chuck Norris then brough the mugger to life yet again for the second time, only to give the mugger a final fatal roundhous kick to his face killing the man and his soul at the same time. Chuck Norris then threw his packed wallet at the remains of his victim and said ""Do not tap on my shoulders ever again"", and continued to walk home slowly."
o7quf87osyal6bsxjndela	https://api.chucknorris.io/jokes/o7quf87osyal6bsxjndela	As a teen, Chuck Norris had sex with every nun in a convent tucked away in the hills of Tuscany. Nine months later the nuns gave birth to the 1972 Miami Dolphins, the only undefeated and untied team in professional football history.
eiyfQ7CkQHS7SCoBXuLEzw	https://api.chucknorris.io/jokes/eiyfQ7CkQHS7SCoBXuLEzw	Chucky has a deep love for Chuck Norris' penis.
PPxVm6zuSW-Hv5LxENBkqw	https://api.chucknorris.io/jokes/PPxVm6zuSW-Hv5LxENBkqw	The great wall of china was made as a stand for Chuck Norris's penis as Chuck Norris couldn't hold it up him self. Just kidding, he just wasn't bothered. And he HAS been alive that long.
ov5fl59UT-SgbxuP8LAreA	https://api.chucknorris.io/jokes/ov5fl59UT-SgbxuP8LAreA	Once, after chugging a gallon of Captain Morgan Rum, Chuck Norris french kissed a transexual frog. Nine month later, Chaz Bono was born.
3l0NTl4kSw2jfSzEA2Lgdw	https://api.chucknorris.io/jokes/3l0NTl4kSw2jfSzEA2Lgdw	In 1644 Chuck Norris killed 1000 knights in a jousting match, not with a lance, but with his penis.
ZVoYDHYOQLC_k2nY1SmCLg	https://api.chucknorris.io/jokes/ZVoYDHYOQLC_k2nY1SmCLg	Chuck Norris roundhouse kicked Blade so hard that he turned into that little gay vampire from Twilight.
GJHKEBt_QouR_ENwLPxlbA	https://api.chucknorris.io/jokes/GJHKEBt_QouR_ENwLPxlbA	Yogi has a DEEP DESIRE for Chuck Norris' penis.
odvN_Lo2SkWO4FbBMYq3eg	https://api.chucknorris.io/jokes/odvN_Lo2SkWO4FbBMYq3eg	Chuck Norris knows what's eating Gilbert Grape.
VwexThaVSq2NYqqsyUMoOw	https://api.chucknorris.io/jokes/VwexThaVSq2NYqqsyUMoOw	Chuck Norris believes that Squiggy Sims has no penis.
y-Jg50NRRmex84M3dv_ywA	https://api.chucknorris.io/jokes/y-Jg50NRRmex84M3dv_ywA	Chuck Norris taught Robin Thicke how to give women Sex Therapy.
AvlUuhigTt2HrsL5wAEdEA	https://api.chucknorris.io/jokes/AvlUuhigTt2HrsL5wAEdEA	Chuck Norris dick is so hard that it can drill through steel.
nv7PD0KwQRGhM0aB2cDvyg	https://api.chucknorris.io/jokes/nv7PD0KwQRGhM0aB2cDvyg	There is no sex scenes in Chuck Norris movies because, lets face it, no female stunt double will survive a session with him.
RUc4zUf4S6-5EOIVyJ2UiA	https://api.chucknorris.io/jokes/RUc4zUf4S6-5EOIVyJ2UiA	What's the differance between Chuck Norris' penis and a beer tap? Nevermind, I'll just go get my own mug of beer.
GrvA9qCVQ7CK5oDPRtzg9Q	https://api.chucknorris.io/jokes/GrvA9qCVQ7CK5oDPRtzg9Q	Chuck Norris doesn't need a penis enlarger, but he went out and got one anyway. She's 21 and her name is Lucy.
j9jxVt5uTd2FCAgx8bqLXQ	https://api.chucknorris.io/jokes/j9jxVt5uTd2FCAgx8bqLXQ	Chuck Norris' penis can unzip itself.
TAl2IXxlR9qTWMVSc9Vv3w	https://api.chucknorris.io/jokes/TAl2IXxlR9qTWMVSc9Vv3w	Chuck Norris could kick a faggot straight.
0yLshZI-SFG_14EbNsWprg	https://api.chucknorris.io/jokes/0yLshZI-SFG_14EbNsWprg	Chuck Norris has a bigger dick than shaq
je5Hr3lfQTyvZZfvdoXudw	https://api.chucknorris.io/jokes/je5Hr3lfQTyvZZfvdoXudw	On his first day at boot camp, young Chuck Norris was told by the drill sergeant to 'drop and give me twenty'. Naturally, Chuck roundhouse-kicked the asshole into the next state and was promoted to general later that day.
e82_skt1twatoavnakhafg	https://api.chucknorris.io/jokes/e82_skt1twatoavnakhafg	"Chuck Norris did not ""lose"" his virginity, he stalked it and then destroyed it with extreme prejudice."
gV3Jto3qTv-E4gprqfmccw	https://api.chucknorris.io/jokes/gV3Jto3qTv-E4gprqfmccw	Hi i'm gay an Chuck Norris owns my ass. i make greasy anal sex with johnson and mr westwood!!!!!!!!!!!!!!!!!
gsTT-2MZQb-Ypt1Tdv5efw	https://api.chucknorris.io/jokes/gsTT-2MZQb-Ypt1Tdv5efw	Chuck Norris once figured out how to make his dick 100 feet long. He folded it in half.
gCCZUH5RTjSYs3ezlUq49Q	https://api.chucknorris.io/jokes/gCCZUH5RTjSYs3ezlUq49Q	Chuck Norris can make any lesbian go straight.
uihm__V6SKqtqtxU6ILt9w	https://api.chucknorris.io/jokes/uihm__V6SKqtqtxU6ILt9w	"Chuck Norris was asked if he had seen Cindy, his new girlfriends Schnauzer. Chuck said ""of course I have, Cindy and I had sex on our first date""."
UkviGb22QhigybvMan7tog	https://api.chucknorris.io/jokes/UkviGb22QhigybvMan7tog	"Chuck Norris is a fat and lonely man who has bum sex with his 10 year old son, I know this because I am Chuck Norris son ""dad get that small dick out of there"""
CbAdkF8IReK9hstCWkoVug	https://api.chucknorris.io/jokes/CbAdkF8IReK9hstCWkoVug	Chuck Norris got lost in San Francisco's Castro District. A man asked Chuck how he'd like to try a gay experience. Chuck asked how he'd like to experience the One Finger Exploding Brain Death Touch.
9JehFRQkSECVfcTQUI5EYw	https://api.chucknorris.io/jokes/9JehFRQkSECVfcTQUI5EYw	Chuck Norris has six testicles. They surround his penis like the cylinder of a revolver.
6PAaTxNiRtSGq66Eo5r4Ug	https://api.chucknorris.io/jokes/6PAaTxNiRtSGq66Eo5r4Ug	Chuck Norris raped katholic priests when he was young
wVqmLUTHS6uw8hwoQuLmLA	https://api.chucknorris.io/jokes/wVqmLUTHS6uw8hwoQuLmLA	CHUCK NORRIS IS FUCKIN MINT, HE THINKS JACKSONS HAIR LOOKS GAY x
iYMZxiF3SfGxT4pgLiukpw	https://api.chucknorris.io/jokes/iYMZxiF3SfGxT4pgLiukpw	Chuck Norris penis can go around the universe.Twice.
